,Date_in_proper_format,RoughType,RoughSize,PolishSize
2893,2025-03-01,SINGLE,-3Grs,0.50-0.699
2894,2025-03-01,SINGLE,-3Grs,0.30 Dn
2895,2025-03-01,SINGLE,4-6Grs,0.70-1.699
2896,2025-03-01,SINGLE,4-6Grs,0.30-0.499
2897,2025-03-01,SINGLE,4-6Grs,1.70 Up
2898,2025-03-01,SINGLE,4-6Grs,0.50-0.699
2899,2025-03-01,SINGLE,4-6Grs,0.30 Dn
2900,2025-03-01,M.CLIV,2-4CT,0.70-1.699
2901,2025-03-01,M.CLIV,2-4CT,0.30-0.499
2902,2025-03-01,M.CLIV,2-4CT,1.70 Up
2903,2025-03-01,M.CLIV,2-4CT,0.50-0.699
2904,2025-03-01,M.CLIV,2-4CT,0.30 Dn
2905,2025-03-01,M.CLIV,5-10CT,0.70-1.699
2906,2025-03-01,M.CLIV,5-10CT,0.30-0.499
2907,2025-03-01,M.CLIV,5-10CT,1.70 Up
2908,2025-03-01,M.CLIV,5-10CT,0.50-0.699
2909,2025-03-01,M.CLIV,5-10CT,0.30 Dn
2910,2025-03-01,M.CLIV,10.8,0.70-1.699
2911,2025-03-01,M.CLIV,10.8,0.30-0.499
2912,2025-03-01,M.CLIV,10.8,1.70 Up
2913,2025-03-01,M.CLIV,10.8,0.50-0.699
2914,2025-03-01,M.CLIV,10.8,0.30 Dn
2915,2025-03-01,M.CLIV,-3Grs,0.70-1.699
2916,2025-03-01,M.CLIV,-3Grs,0.30-0.499
2917,2025-03-01,M.CLIV,-3Grs,1.70 Up
2918,2025-03-01,M.CLIV,-3Grs,0.50-0.699
2919,2025-03-01,M.CLIV,-3Grs,0.30 Dn
2920,2025-03-01,M.CLIV,4-6Grs,0.70-1.699
2921,2025-03-01,M.CLIV,4-6Grs,0.30-0.499
2922,2025-03-01,M.CLIV,4-6Grs,1.70 Up
2923,2025-03-01,M.CLIV,4-6Grs,0.50-0.699
2924,2025-03-01,M.CLIV,4-6Grs,0.30 Dn
2925,2025-03-01,SWBL,2-4CT,0.70-1.699
2926,2025-03-01,SWBL,2-4CT,0.30-0.499
2927,2025-03-01,SWBL,2-4CT,1.70 Up
2928,2025-03-01,SWBL,2-4CT,0.50-0.699
2929,2025-03-01,SWBL,2-4CT,0.30 Dn
2930,2025-03-01,SWBL,5-10CT,0.70-1.699
2931,2025-03-01,SWBL,5-10CT,0.30-0.499
2932,2025-03-01,SWBL,5-10CT,1.70 Up
2933,2025-03-01,SWBL,5-10CT,0.50-0.699
2934,2025-03-01,SWBL,5-10CT,0.30 Dn
2935,2025-03-01,SWBL,10.8,0.70-1.699
2936,2025-03-01,SWBL,10.8,0.30-0.499
2937,2025-03-01,SWBL,10.8,1.70 Up
2938,2025-03-01,SWBL,10.8,0.50-0.699
2939,2025-03-01,SWBL,10.8,0.30 Dn
2940,2025-03-01,SWBL,-3Grs,0.70-1.699
2941,2025-03-01,SWBL,-3Grs,0.30-0.499
2942,2025-03-01,SWBL,-3Grs,1.70 Up
2943,2025-03-01,SWBL,-3Grs,0.50-0.699
2944,2025-03-01,SWBL,-3Grs,0.30 Dn
2945,2025-03-01,SWBL,4-6Grs,0.70-1.699
2946,2025-03-01,SWBL,4-6Grs,0.30-0.499
2947,2025-03-01,SWBL,4-6Grs,1.70 Up
2948,2025-03-01,SWBL,4-6Grs,0.50-0.699
2949,2025-03-01,SWBL,4-6Grs,0.30 Dn
2950,2025-03-01,MIX,2-4CT,0.70-1.699
2951,2025-03-01,MIX,2-4CT,0.30-0.499
2952,2025-03-01,MIX,2-4CT,1.70 Up
2953,2025-03-01,MIX,2-4CT,0.50-0.699
2954,2025-03-01,MIX,2-4CT,0.30 Dn
2955,2025-03-01,MIX,5-10CT,0.70-1.699
2956,2025-03-01,MIX,5-10CT,0.30-0.499
2957,2025-03-01,MIX,5-10CT,1.70 Up
2958,2025-03-01,MIX,5-10CT,0.50-0.699
2959,2025-03-01,MIX,5-10CT,0.30 Dn
2960,2025-03-01,MIX,10.8,0.70-1.699
2961,2025-03-01,MIX,10.8,0.30-0.499
2962,2025-03-01,MIX,10.8,1.70 Up
2963,2025-03-01,MIX,10.8,0.50-0.699
2964,2025-03-01,MIX,10.8,0.30 Dn
2965,2025-03-01,MIX,-3Grs,0.70-1.699
2966,2025-03-01,MIX,-3Grs,0.30-0.499
2967,2025-03-01,MIX,-3Grs,1.70 Up
2968,2025-03-01,MIX,-3Grs,0.50-0.699
2969,2025-03-01,MIX,-3Grs,0.30 Dn
2970,2025-03-01,MIX,4-6Grs,0.70-1.699
2971,2025-03-01,MIX,4-6Grs,0.30-0.499
2972,2025-03-01,MIX,4-6Grs,1.70 Up
2973,2025-03-01,MIX,4-6Grs,0.50-0.699
2974,2025-03-01,MIX,4-6Grs,0.30 Dn
2975,2025-03-01,S CLIV,2-4CT,0.70-1.699
2976,2025-03-01,S CLIV,2-4CT,0.30-0.499
2977,2025-03-01,S CLIV,2-4CT,1.70 Up
2978,2025-03-01,S CLIV,2-4CT,0.50-0.699
2979,2025-03-01,S CLIV,2-4CT,0.30 Dn
2980,2025-03-01,S CLIV,5-10CT,0.70-1.699
2981,2025-03-01,S CLIV,5-10CT,0.30-0.499
2982,2025-03-01,S CLIV,5-10CT,1.70 Up
2983,2025-03-01,S CLIV,5-10CT,0.50-0.699
2984,2025-03-01,S CLIV,5-10CT,0.30 Dn
2985,2025-03-01,S CLIV,10.8,0.70-1.699
2986,2025-03-01,S CLIV,10.8,0.30-0.499
2987,2025-03-01,S CLIV,10.8,1.70 Up
2988,2025-03-01,S CLIV,10.8,0.50-0.699
2989,2025-03-01,S CLIV,10.8,0.30 Dn
2990,2025-03-01,S CLIV,-3Grs,0.70-1.699
2991,2025-03-01,S CLIV,-3Grs,0.30-0.499
2992,2025-03-01,S CLIV,-3Grs,1.70 Up
2993,2025-03-01,S CLIV,-3Grs,0.50-0.699
2994,2025-03-01,S CLIV,-3Grs,0.30 Dn
2995,2025-03-01,S CLIV,4-6Grs,0.70-1.699
2996,2025-03-01,S CLIV,4-6Grs,0.30-0.499
2997,2025-03-01,S CLIV,4-6Grs,1.70 Up
2998,2025-03-01,S CLIV,4-6Grs,0.50-0.699
2999,2025-03-01,S CLIV,4-6Grs,0.30 Dn
3000,2025-04-01,COL(YB),2-4CT,0.70-1.699
3001,2025-04-01,COL(YB),2-4CT,0.30-0.499
3002,2025-04-01,COL(YB),2-4CT,1.70 Up
3003,2025-04-01,COL(YB),2-4CT,0.50-0.699
3004,2025-04-01,COL(YB),2-4CT,0.30 Dn
3005,2025-04-01,COL(YB),5-10CT,0.70-1.699
3006,2025-04-01,COL(YB),5-10CT,0.30-0.499
3007,2025-04-01,COL(YB),5-10CT,1.70 Up
3008,2025-04-01,COL(YB),5-10CT,0.50-0.699
3009,2025-04-01,COL(YB),5-10CT,0.30 Dn
3010,2025-04-01,COL(YB),10.8,0.70-1.699
3011,2025-04-01,COL(YB),10.8,0.30-0.499
3012,2025-04-01,COL(YB),10.8,1.70 Up
3013,2025-04-01,COL(YB),10.8,0.50-0.699
3014,2025-04-01,COL(YB),10.8,0.30 Dn
3015,2025-04-01,COL(YB),-3Grs,0.70-1.699
3016,2025-04-01,COL(YB),-3Grs,0.30-0.499
3017,2025-04-01,COL(YB),-3Grs,1.70 Up
3018,2025-04-01,COL(YB),-3Grs,0.50-0.699
3019,2025-04-01,COL(YB),-3Grs,0.30 Dn
3020,2025-04-01,COL(YB),4-6Grs,0.70-1.699
3021,2025-04-01,COL(YB),4-6Grs,0.30-0.499
3022,2025-04-01,COL(YB),4-6Grs,1.70 Up
3023,2025-04-01,COL(YB),4-6Grs,0.50-0.699
3024,2025-04-01,COL(YB),4-6Grs,0.30 Dn
3025,2025-04-01,MKBL,2-4CT,0.70-1.699
3026,2025-04-01,MKBL,2-4CT,0.30-0.499
3027,2025-04-01,MKBL,2-4CT,1.70 Up
3028,2025-04-01,MKBL,2-4CT,0.50-0.699
3029,2025-04-01,MKBL,2-4CT,0.30 Dn
3030,2025-04-01,MKBL,5-10CT,0.70-1.699
3031,2025-04-01,MKBL,5-10CT,0.30-0.499
3032,2025-04-01,MKBL,5-10CT,1.70 Up
3033,2025-04-01,MKBL,5-10CT,0.50-0.699
3034,2025-04-01,MKBL,5-10CT,0.30 Dn
3035,2025-04-01,MKBL,10.8,0.70-1.699
3036,2025-04-01,MKBL,10.8,0.30-0.499
3037,2025-04-01,MKBL,10.8,1.70 Up
3038,2025-04-01,MKBL,10.8,0.50-0.699
3039,2025-04-01,MKBL,10.8,0.30 Dn
3040,2025-04-01,MKBL,-3Grs,0.70-1.699
3041,2025-04-01,MKBL,-3Grs,0.30-0.499
3042,2025-04-01,MKBL,-3Grs,1.70 Up
3043,2025-04-01,MKBL,-3Grs,0.50-0.699
3044,2025-04-01,MKBL,-3Grs,0.30 Dn
3045,2025-04-01,MKBL,4-6Grs,0.70-1.699
3046,2025-04-01,MKBL,4-6Grs,0.30-0.499
3047,2025-04-01,MKBL,4-6Grs,1.70 Up
3048,2025-04-01,MKBL,4-6Grs,0.50-0.699
3049,2025-04-01,MKBL,4-6Grs,0.30 Dn
3050,2025-04-01,CLIV,2-4CT,0.70-1.699
3051,2025-04-01,CLIV,2-4CT,0.30-0.499
3052,2025-04-01,CLIV,2-4CT,1.70 Up
3053,2025-04-01,CLIV,2-4CT,0.50-0.699
3054,2025-04-01,CLIV,2-4CT,0.30 Dn
3055,2025-04-01,CLIV,5-10CT,0.70-1.699
3056,2025-04-01,CLIV,5-10CT,0.30-0.499
3057,2025-04-01,CLIV,5-10CT,1.70 Up
3058,2025-04-01,CLIV,5-10CT,0.50-0.699
3059,2025-04-01,CLIV,5-10CT,0.30 Dn
3060,2025-04-01,CLIV,10.8,0.70-1.699
3061,2025-04-01,CLIV,10.8,0.30-0.499
3062,2025-04-01,CLIV,10.8,1.70 Up
3063,2025-04-01,CLIV,10.8,0.50-0.699
3064,2025-04-01,CLIV,10.8,0.30 Dn
3065,2025-04-01,CLIV,-3Grs,0.70-1.699
3066,2025-04-01,CLIV,-3Grs,0.30-0.499
3067,2025-04-01,CLIV,-3Grs,1.70 Up
3068,2025-04-01,CLIV,-3Grs,0.50-0.699
3069,2025-04-01,CLIV,-3Grs,0.30 Dn
3070,2025-04-01,CLIV,4-6Grs,0.70-1.699
3071,2025-04-01,CLIV,4-6Grs,0.30-0.499
3072,2025-04-01,CLIV,4-6Grs,1.70 Up
3073,2025-04-01,CLIV,4-6Grs,0.50-0.699
3074,2025-04-01,CLIV,4-6Grs,0.30 Dn
3075,2025-04-01,SINGLE,2-4CT,0.70-1.699
3076,2025-04-01,SINGLE,2-4CT,0.30-0.499
3077,2025-04-01,SINGLE,2-4CT,1.70 Up
3078,2025-04-01,SINGLE,2-4CT,0.50-0.699
3079,2025-04-01,SINGLE,2-4CT,0.30 Dn
3080,2025-04-01,SINGLE,5-10CT,0.70-1.699
3081,2025-04-01,SINGLE,5-10CT,0.30-0.499
3082,2025-04-01,SINGLE,5-10CT,1.70 Up
3083,2025-04-01,SINGLE,5-10CT,0.50-0.699
3084,2025-04-01,SINGLE,5-10CT,0.30 Dn
3085,2025-04-01,SINGLE,10.8,0.70-1.699
3086,2025-04-01,SINGLE,10.8,0.30-0.499
3087,2025-04-01,SINGLE,10.8,1.70 Up
3088,2025-04-01,SINGLE,10.8,0.50-0.699
3089,2025-04-01,SINGLE,10.8,0.30 Dn
3090,2025-04-01,SINGLE,-3Grs,0.70-1.699
3091,2025-04-01,SINGLE,-3Grs,0.30-0.499
3092,2025-04-01,SINGLE,-3Grs,1.70 Up
3093,2025-04-01,SINGLE,-3Grs,0.50-0.699
3094,2025-04-01,SINGLE,-3Grs,0.30 Dn
3095,2025-04-01,SINGLE,4-6Grs,0.70-1.699
3096,2025-04-01,SINGLE,4-6Grs,0.30-0.499
3097,2025-04-01,SINGLE,4-6Grs,1.70 Up
3098,2025-04-01,SINGLE,4-6Grs,0.50-0.699
3099,2025-04-01,SINGLE,4-6Grs,0.30 Dn
3100,2025-04-01,M.CLIV,2-4CT,0.70-1.699
3101,2025-04-01,M.CLIV,2-4CT,0.30-0.499
3102,2025-04-01,M.CLIV,2-4CT,1.70 Up
3103,2025-04-01,M.CLIV,2-4CT,0.50-0.699
3104,2025-04-01,M.CLIV,2-4CT,0.30 Dn
3105,2025-04-01,M.CLIV,5-10CT,0.70-1.699
3106,2025-04-01,M.CLIV,5-10CT,0.30-0.499
3107,2025-04-01,M.CLIV,5-10CT,1.70 Up
3108,2025-04-01,M.CLIV,5-10CT,0.50-0.699
3109,2025-04-01,M.CLIV,5-10CT,0.30 Dn
3110,2025-04-01,M.CLIV,10.8,0.70-1.699
3111,2025-04-01,M.CLIV,10.8,0.30-0.499
3112,2025-04-01,M.CLIV,10.8,1.70 Up
3113,2025-04-01,M.CLIV,10.8,0.50-0.699
3114,2025-04-01,M.CLIV,10.8,0.30 Dn
3115,2025-04-01,M.CLIV,-3Grs,0.70-1.699
3116,2025-04-01,M.CLIV,-3Grs,0.30-0.499
3117,2025-04-01,M.CLIV,-3Grs,1.70 Up
3118,2025-04-01,M.CLIV,-3Grs,0.50-0.699
3119,2025-04-01,M.CLIV,-3Grs,0.30 Dn
3120,2025-04-01,M.CLIV,4-6Grs,0.70-1.699
3121,2025-04-01,M.CLIV,4-6Grs,0.30-0.499
3122,2025-04-01,M.CLIV,4-6Grs,1.70 Up
3123,2025-04-01,M.CLIV,4-6Grs,0.50-0.699
3124,2025-04-01,M.CLIV,4-6Grs,0.30 Dn
3125,2025-04-01,SWBL,2-4CT,0.70-1.699
3126,2025-04-01,SWBL,2-4CT,0.30-0.499
3127,2025-04-01,SWBL,2-4CT,1.70 Up
3128,2025-04-01,SWBL,2-4CT,0.50-0.699
3129,2025-04-01,SWBL,2-4CT,0.30 Dn
3130,2025-04-01,SWBL,5-10CT,0.70-1.699
3131,2025-04-01,SWBL,5-10CT,0.30-0.499
3132,2025-04-01,SWBL,5-10CT,1.70 Up
3133,2025-04-01,SWBL,5-10CT,0.50-0.699
3134,2025-04-01,SWBL,5-10CT,0.30 Dn
3135,2025-04-01,SWBL,10.8,0.70-1.699
3136,2025-04-01,SWBL,10.8,0.30-0.499
3137,2025-04-01,SWBL,10.8,1.70 Up
3138,2025-04-01,SWBL,10.8,0.50-0.699
3139,2025-04-01,SWBL,10.8,0.30 Dn
3140,2025-04-01,SWBL,-3Grs,0.70-1.699
3141,2025-04-01,SWBL,-3Grs,0.30-0.499
3142,2025-04-01,SWBL,-3Grs,1.70 Up
3143,2025-04-01,SWBL,-3Grs,0.50-0.699
3144,2025-04-01,SWBL,-3Grs,0.30 Dn
3145,2025-04-01,SWBL,4-6Grs,0.70-1.699
3146,2025-04-01,SWBL,4-6Grs,0.30-0.499
3147,2025-04-01,SWBL,4-6Grs,1.70 Up
3148,2025-04-01,SWBL,4-6Grs,0.50-0.699
3149,2025-04-01,SWBL,4-6Grs,0.30 Dn
3150,2025-04-01,MIX,2-4CT,0.70-1.699
3151,2025-04-01,MIX,2-4CT,0.30-0.499
3152,2025-04-01,MIX,2-4CT,1.70 Up
3153,2025-04-01,MIX,2-4CT,0.50-0.699
3154,2025-04-01,MIX,2-4CT,0.30 Dn
3155,2025-04-01,MIX,5-10CT,0.70-1.699
3156,2025-04-01,MIX,5-10CT,0.30-0.499
3157,2025-04-01,MIX,5-10CT,1.70 Up
3158,2025-04-01,MIX,5-10CT,0.50-0.699
3159,2025-04-01,MIX,5-10CT,0.30 Dn
3160,2025-04-01,MIX,10.8,0.70-1.699
3161,2025-04-01,MIX,10.8,0.30-0.499
3162,2025-04-01,MIX,10.8,1.70 Up
3163,2025-04-01,MIX,10.8,0.50-0.699
3164,2025-04-01,MIX,10.8,0.30 Dn
3165,2025-04-01,MIX,-3Grs,0.70-1.699
3166,2025-04-01,MIX,-3Grs,0.30-0.499
3167,2025-04-01,MIX,-3Grs,1.70 Up
3168,2025-04-01,MIX,-3Grs,0.50-0.699
3169,2025-04-01,MIX,-3Grs,0.30 Dn
3170,2025-04-01,MIX,4-6Grs,0.70-1.699
3171,2025-04-01,MIX,4-6Grs,0.30-0.499
3172,2025-04-01,MIX,4-6Grs,1.70 Up
3173,2025-04-01,MIX,4-6Grs,0.50-0.699
3174,2025-04-01,MIX,4-6Grs,0.30 Dn
3175,2025-04-01,S CLIV,2-4CT,0.70-1.699
3176,2025-04-01,S CLIV,2-4CT,0.30-0.499
3177,2025-04-01,S CLIV,2-4CT,1.70 Up
3178,2025-04-01,S CLIV,2-4CT,0.50-0.699
3179,2025-04-01,S CLIV,2-4CT,0.30 Dn
3180,2025-04-01,S CLIV,5-10CT,0.70-1.699
3181,2025-04-01,S CLIV,5-10CT,0.30-0.499
3182,2025-04-01,S CLIV,5-10CT,1.70 Up
3183,2025-04-01,S CLIV,5-10CT,0.50-0.699
3184,2025-04-01,S CLIV,5-10CT,0.30 Dn
3185,2025-04-01,S CLIV,10.8,0.70-1.699
3186,2025-04-01,S CLIV,10.8,0.30-0.499
3187,2025-04-01,S CLIV,10.8,1.70 Up
3188,2025-04-01,S CLIV,10.8,0.50-0.699
3189,2025-04-01,S CLIV,10.8,0.30 Dn
3190,2025-04-01,S CLIV,-3Grs,0.70-1.699
3191,2025-04-01,S CLIV,-3Grs,0.30-0.499
3192,2025-04-01,S CLIV,-3Grs,1.70 Up
3193,2025-04-01,S CLIV,-3Grs,0.50-0.699
3194,2025-04-01,S CLIV,-3Grs,0.30 Dn
3195,2025-04-01,S CLIV,4-6Grs,0.70-1.699
3196,2025-04-01,S CLIV,4-6Grs,0.30-0.499
3197,2025-04-01,S CLIV,4-6Grs,1.70 Up
3198,2025-04-01,S CLIV,4-6Grs,0.50-0.699
3199,2025-04-01,S CLIV,4-6Grs,0.30 Dn
3200,2025-05-01,COL(YB),2-4CT,0.70-1.699
3201,2025-05-01,COL(YB),2-4CT,0.30-0.499
3202,2025-05-01,COL(YB),2-4CT,1.70 Up
3203,2025-05-01,COL(YB),2-4CT,0.50-0.699
3204,2025-05-01,COL(YB),2-4CT,0.30 Dn
3205,2025-05-01,COL(YB),5-10CT,0.70-1.699
3206,2025-05-01,COL(YB),5-10CT,0.30-0.499
3207,2025-05-01,COL(YB),5-10CT,1.70 Up
3208,2025-05-01,COL(YB),5-10CT,0.50-0.699
3209,2025-05-01,COL(YB),5-10CT,0.30 Dn
3210,2025-05-01,COL(YB),10.8,0.70-1.699
3211,2025-05-01,COL(YB),10.8,0.30-0.499
3212,2025-05-01,COL(YB),10.8,1.70 Up
3213,2025-05-01,COL(YB),10.8,0.50-0.699
3214,2025-05-01,COL(YB),10.8,0.30 Dn
3215,2025-05-01,COL(YB),-3Grs,0.70-1.699
3216,2025-05-01,COL(YB),-3Grs,0.30-0.499
3217,2025-05-01,COL(YB),-3Grs,1.70 Up
3218,2025-05-01,COL(YB),-3Grs,0.50-0.699
3219,2025-05-01,COL(YB),-3Grs,0.30 Dn
3220,2025-05-01,COL(YB),4-6Grs,0.70-1.699
3221,2025-05-01,COL(YB),4-6Grs,0.30-0.499
3222,2025-05-01,COL(YB),4-6Grs,1.70 Up
3223,2025-05-01,COL(YB),4-6Grs,0.50-0.699
3224,2025-05-01,COL(YB),4-6Grs,0.30 Dn
3225,2025-05-01,MKBL,2-4CT,0.70-1.699
3226,2025-05-01,MKBL,2-4CT,0.30-0.499
3227,2025-05-01,MKBL,2-4CT,1.70 Up
3228,2025-05-01,MKBL,2-4CT,0.50-0.699
3229,2025-05-01,MKBL,2-4CT,0.30 Dn
3230,2025-05-01,MKBL,5-10CT,0.70-1.699
3231,2025-05-01,MKBL,5-10CT,0.30-0.499
3232,2025-05-01,MKBL,5-10CT,1.70 Up
3233,2025-05-01,MKBL,5-10CT,0.50-0.699
3234,2025-05-01,MKBL,5-10CT,0.30 Dn
3235,2025-05-01,MKBL,10.8,0.70-1.699
3236,2025-05-01,MKBL,10.8,0.30-0.499
3237,2025-05-01,MKBL,10.8,1.70 Up
3238,2025-05-01,MKBL,10.8,0.50-0.699
3239,2025-05-01,MKBL,10.8,0.30 Dn
3240,2025-05-01,MKBL,-3Grs,0.70-1.699
3241,2025-05-01,MKBL,-3Grs,0.30-0.499
3242,2025-05-01,MKBL,-3Grs,1.70 Up
3243,2025-05-01,MKBL,-3Grs,0.50-0.699
3244,2025-05-01,MKBL,-3Grs,0.30 Dn
3245,2025-05-01,MKBL,4-6Grs,0.70-1.699
3246,2025-05-01,MKBL,4-6Grs,0.30-0.499
3247,2025-05-01,MKBL,4-6Grs,1.70 Up
3248,2025-05-01,MKBL,4-6Grs,0.50-0.699
3249,2025-05-01,MKBL,4-6Grs,0.30 Dn
3250,2025-05-01,CLIV,2-4CT,0.70-1.699
3251,2025-05-01,CLIV,2-4CT,0.30-0.499
3252,2025-05-01,CLIV,2-4CT,1.70 Up
3253,2025-05-01,CLIV,2-4CT,0.50-0.699
3254,2025-05-01,CLIV,2-4CT,0.30 Dn
3255,2025-05-01,CLIV,5-10CT,0.70-1.699
3256,2025-05-01,CLIV,5-10CT,0.30-0.499
3257,2025-05-01,CLIV,5-10CT,1.70 Up
3258,2025-05-01,CLIV,5-10CT,0.50-0.699
3259,2025-05-01,CLIV,5-10CT,0.30 Dn
3260,2025-05-01,CLIV,10.8,0.70-1.699
3261,2025-05-01,CLIV,10.8,0.30-0.499
3262,2025-05-01,CLIV,10.8,1.70 Up
3263,2025-05-01,CLIV,10.8,0.50-0.699
3264,2025-05-01,CLIV,10.8,0.30 Dn
3265,2025-05-01,CLIV,-3Grs,0.70-1.699
3266,2025-05-01,CLIV,-3Grs,0.30-0.499
3267,2025-05-01,CLIV,-3Grs,1.70 Up
3268,2025-05-01,CLIV,-3Grs,0.50-0.699
3269,2025-05-01,CLIV,-3Grs,0.30 Dn
3270,2025-05-01,CLIV,4-6Grs,0.70-1.699
3271,2025-05-01,CLIV,4-6Grs,0.30-0.499
3272,2025-05-01,CLIV,4-6Grs,1.70 Up
3273,2025-05-01,CLIV,4-6Grs,0.50-0.699
3274,2025-05-01,CLIV,4-6Grs,0.30 Dn
3275,2025-05-01,SINGLE,2-4CT,0.70-1.699
3276,2025-05-01,SINGLE,2-4CT,0.30-0.499
3277,2025-05-01,SINGLE,2-4CT,1.70 Up
3278,2025-05-01,SINGLE,2-4CT,0.50-0.699
3279,2025-05-01,SINGLE,2-4CT,0.30 Dn
3280,2025-05-01,SINGLE,5-10CT,0.70-1.699
3281,2025-05-01,SINGLE,5-10CT,0.30-0.499
3282,2025-05-01,SINGLE,5-10CT,1.70 Up
3283,2025-05-01,SINGLE,5-10CT,0.50-0.699
3284,2025-05-01,SINGLE,5-10CT,0.30 Dn
3285,2025-05-01,SINGLE,10.8,0.70-1.699
3286,2025-05-01,SINGLE,10.8,0.30-0.499
3287,2025-05-01,SINGLE,10.8,1.70 Up
3288,2025-05-01,SINGLE,10.8,0.50-0.699
3289,2025-05-01,SINGLE,10.8,0.30 Dn
3290,2025-05-01,SINGLE,-3Grs,0.70-1.699
3291,2025-05-01,SINGLE,-3Grs,0.30-0.499
3292,2025-05-01,SINGLE,-3Grs,1.70 Up
3293,2025-05-01,SINGLE,-3Grs,0.50-0.699
3294,2025-05-01,SINGLE,-3Grs,0.30 Dn
3295,2025-05-01,SINGLE,4-6Grs,0.70-1.699
3296,2025-05-01,SINGLE,4-6Grs,0.30-0.499
3297,2025-05-01,SINGLE,4-6Grs,1.70 Up
3298,2025-05-01,SINGLE,4-6Grs,0.50-0.699
3299,2025-05-01,SINGLE,4-6Grs,0.30 Dn
3300,2025-05-01,M.CLIV,2-4CT,0.70-1.699
3301,2025-05-01,M.CLIV,2-4CT,0.30-0.499
3302,2025-05-01,M.CLIV,2-4CT,1.70 Up
3303,2025-05-01,M.CLIV,2-4CT,0.50-0.699
3304,2025-05-01,M.CLIV,2-4CT,0.30 Dn
3305,2025-05-01,M.CLIV,5-10CT,0.70-1.699
3306,2025-05-01,M.CLIV,5-10CT,0.30-0.499
3307,2025-05-01,M.CLIV,5-10CT,1.70 Up
3308,2025-05-01,M.CLIV,5-10CT,0.50-0.699
3309,2025-05-01,M.CLIV,5-10CT,0.30 Dn
3310,2025-05-01,M.CLIV,10.8,0.70-1.699
3311,2025-05-01,M.CLIV,10.8,0.30-0.499
3312,2025-05-01,M.CLIV,10.8,1.70 Up
3313,2025-05-01,M.CLIV,10.8,0.50-0.699
3314,2025-05-01,M.CLIV,10.8,0.30 Dn
3315,2025-05-01,M.CLIV,-3Grs,0.70-1.699
3316,2025-05-01,M.CLIV,-3Grs,0.30-0.499
3317,2025-05-01,M.CLIV,-3Grs,1.70 Up
3318,2025-05-01,M.CLIV,-3Grs,0.50-0.699
3319,2025-05-01,M.CLIV,-3Grs,0.30 Dn
3320,2025-05-01,M.CLIV,4-6Grs,0.70-1.699
3321,2025-05-01,M.CLIV,4-6Grs,0.30-0.499
3322,2025-05-01,M.CLIV,4-6Grs,1.70 Up
3323,2025-05-01,M.CLIV,4-6Grs,0.50-0.699
3324,2025-05-01,M.CLIV,4-6Grs,0.30 Dn
3325,2025-05-01,SWBL,2-4CT,0.70-1.699
3326,2025-05-01,SWBL,2-4CT,0.30-0.499
3327,2025-05-01,SWBL,2-4CT,1.70 Up
3328,2025-05-01,SWBL,2-4CT,0.50-0.699
3329,2025-05-01,SWBL,2-4CT,0.30 Dn
3330,2025-05-01,SWBL,5-10CT,0.70-1.699
3331,2025-05-01,SWBL,5-10CT,0.30-0.499
3332,2025-05-01,SWBL,5-10CT,1.70 Up
3333,2025-05-01,SWBL,5-10CT,0.50-0.699
3334,2025-05-01,SWBL,5-10CT,0.30 Dn
3335,2025-05-01,SWBL,10.8,0.70-1.699
3336,2025-05-01,SWBL,10.8,0.30-0.499
3337,2025-05-01,SWBL,10.8,1.70 Up
3338,2025-05-01,SWBL,10.8,0.50-0.699
3339,2025-05-01,SWBL,10.8,0.30 Dn
3340,2025-05-01,SWBL,-3Grs,0.70-1.699
3341,2025-05-01,SWBL,-3Grs,0.30-0.499
3342,2025-05-01,SWBL,-3Grs,1.70 Up
3343,2025-05-01,SWBL,-3Grs,0.50-0.699
3344,2025-05-01,SWBL,-3Grs,0.30 Dn
3345,2025-05-01,SWBL,4-6Grs,0.70-1.699
3346,2025-05-01,SWBL,4-6Grs,0.30-0.499
3347,2025-05-01,SWBL,4-6Grs,1.70 Up
3348,2025-05-01,SWBL,4-6Grs,0.50-0.699
3349,2025-05-01,SWBL,4-6Grs,0.30 Dn
3350,2025-05-01,MIX,2-4CT,0.70-1.699
3351,2025-05-01,MIX,2-4CT,0.30-0.499
3352,2025-05-01,MIX,2-4CT,1.70 Up
3353,2025-05-01,MIX,2-4CT,0.50-0.699
3354,2025-05-01,MIX,2-4CT,0.30 Dn
3355,2025-05-01,MIX,5-10CT,0.70-1.699
3356,2025-05-01,MIX,5-10CT,0.30-0.499
3357,2025-05-01,MIX,5-10CT,1.70 Up
3358,2025-05-01,MIX,5-10CT,0.50-0.699
3359,2025-05-01,MIX,5-10CT,0.30 Dn
3360,2025-05-01,MIX,10.8,0.70-1.699
3361,2025-05-01,MIX,10.8,0.30-0.499
3362,2025-05-01,MIX,10.8,1.70 Up
3363,2025-05-01,MIX,10.8,0.50-0.699
3364,2025-05-01,MIX,10.8,0.30 Dn
3365,2025-05-01,MIX,-3Grs,0.70-1.699
3366,2025-05-01,MIX,-3Grs,0.30-0.499
3367,2025-05-01,MIX,-3Grs,1.70 Up
3368,2025-05-01,MIX,-3Grs,0.50-0.699
3369,2025-05-01,MIX,-3Grs,0.30 Dn
3370,2025-05-01,MIX,4-6Grs,0.70-1.699
3371,2025-05-01,MIX,4-6Grs,0.30-0.499
3372,2025-05-01,MIX,4-6Grs,1.70 Up
